Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,predicted_price
Under Construction,3500,15885,3 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Approved by RERA,3,Apartment,54793146.23685896
Ready to move,2350,9574,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot,22572048.475943036
Ready to move,2475,10707,4 BHK Apartment in Conscient Heritage Max,Sector 102,Not approved by RERA,4,Apartment,26477925.229654156
Ready to move,6051,17000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment,102734512.60805616
Ready to move,2802,11634,3 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,3,Apartment,32488974.692764603
Ready to move,6900,16000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment,102009162.17026176
Under Construction,3956,20252,4 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,4,Apartment,80099999.99999802
Ready to move,2610,28735,3 BHK Apartment in BPTP Visionnaire Homes,Sector 70A,Not approved by RERA,3,Apartment,74793852.67734581
Under Construction,1199,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,7672119.954038398
Under Construction,2025,6074,3 BHK Apartment in Emaar Palm Heights,Sector 77,Approved by RERA,3,Apartment,12375083.041202769
Ready to move,3240,8333,4 BHK Independent Floor,Sector 110,Not approved by RERA,4,Plot,26968196.21254288
Ready to move,2550,9803,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,25018266.97615468
Under Construction,1180,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment,13422959.501707254
Ready to move,4500,8888,4 BHK Independent Floor,Sector 52,Not approved by RERA,4,Plot,39893554.235805206
Under Construction,2874,42735,3 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,3,Apartment,122800000.0000083
Ready to move,3240,12654,4 BHK Independent Floor in Unitech South City II,Sector 49,Not approved by RERA,4,Floor,41009764.91270898
Ready to move,2550,8627,4 BHK Apartment in Bargainer Modern Premium Floor,Sector 52,Not approved by RERA,4,Apartment,22377028.69078816
Ready to move,1500,5666,2 BHK Apartment in Raheja Vedaanta,Sector 108,Not approved by RERA,2,Apartment,8473573.558478646
Ready to move,2191,14184,4 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,4,Apartment,31000000.00000108
Ready to move,2100,7380,4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Not approved by RERA,4,Apartment,15825445.360491691
Ready to move,1689,13467,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,22699999.999998342
Ready to move,2686,37978,3 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,3,Apartment,101994734.59933068
Ready to move,4913,17993,4 BHK Apartment,Sector 65,Not approved by RERA,4,Plot,87159466.7701871
Ready to move,1815,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Not approved by RERA,3,Apartment,12056007.496320754
Ready to move,3887,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,58333452.537158266
Under Construction,1335,9044,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,12001481.648218848
Ready to move,3092,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,117397998.31154361
Ready to move,1250,7200,3 BHK Independent Floor in BPTP Astaire Garden Plots,Sector 70A,Not approved by RERA,3,Floor,9000989.105150986
Under Construction,3525,27000,3 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Approved by RERA,3,Apartment,95090953.97723654
Under Construction,2600,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment,42900000.00000124
Ready to move,2300,10217,4 BHK Independent Floor in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Floor,23445044.69469524
Ready to move,3192,8395,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment,26929408.958732773
Under Construction,1420,14084,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,19900000.000001214
Ready to move,1516,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,26880915.954587534
Under Construction,1496,9479,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,14095292.837191079
Ready to move,1200,4000,3 BHK Independent Floor,Sector 9,Not approved by RERA,3,Plot,4799999.999999974
Ready to move,1625,21000,2 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,2,Apartment,34111854.86384702
Ready to move,3461,6525,4 BHK Apartment in BPTP Amstoria Country Floor,Sector 102,Not approved by RERA,4,Apartment,22552290.832223106
Under Construction,2440,18000,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,4,Apartment,43900000.00000265
Ready to move,4612,11925,4 BHK Independent House in The 54 Araya,Golf Course Extension Road,Not approved by RERA,4,House,54543550.37580618
Ready to move,3103,17500,4 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,4,Apartment,54272730.31489341
Ready to move,2025,12345,3 BHK Apartment in Emaar Palm Heights,Sector 77,Not approved by RERA,3,Apartment,24910021.748410225
Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,88600000.00000681
Under Construction,1605,20000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,32086757.91377044
Under Construction,220,8954,1 RK Studio Apartment in DLF Magnolias,Sector 42,Approved by RERA,1,Apartment,2043343.185414792
Ready to move,2054,22106,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,45399999.99999663
Under Construction,1800,8900,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment,16008089.549552413
Under Construction,2003,8801,3 BHK Apartment in Sobha City,Sector 108,Approved by RERA,3,Apartment,17768270.364117038
Ready to move,5492,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,120769233.2585028
Under Construction,1335,13000,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,17299498.556588814
Ready to move,1103,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Not approved by RERA,2,Apartment,17461660.8558108
Under Construction,2100,20000,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,42002485.30963824
Under Construction,2250,8600,3 BHK Independent Floor in Navraj The Antalya,Sector 37D,Approved by RERA,3,Floor,19092546.45583702
Ready to move,1385,8519,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment,11836294.485337721
Ready to move,1997,7350,3 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,3,Apartment,14600000.00000027
Ready to move,2344,3583,3 BHK Independent Floor,Sector 23 Gurgaon,Not approved by RERA,3,Plot,8530901.570048945
Ready to move,1807,8500,4 BHK Apartment in Orchid Island,Sector 51,Not approved by RERA,4,Apartment,15446687.938776512
Ready to move,523,9751,2 BHK Apartment in Signature Global Synera,Sector 81,Not approved by RERA,2,Apartment,5123337.839122409
Under Construction,2440,18000,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,4,Apartment,43900000.00000265
Ready to move,2180,12514,4 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Not approved by RERA,4,Apartment,27207850.023613304
Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,33600000.00000194
Ready to move,1400,13428,2 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,2,Apartment,18823717.43471926
Under Construction,2200,19318,3 BHK Apartment,Kadarpur,Not approved by RERA,3,Plot,42212510.85134861
Under Construction,357,4151,1 BHK Apartment in Supertech The Valley,Sector 78,Approved by RERA,1,Apartment,1470129.3711573784
Ready to move,1920,5989,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Not approved by RERA,3,Apartment,11496833.101261435
Ready to move,1359,12509,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,17093399.549072426
Under Construction,1465,8100,2 BHK Apartment in Ashiana Mulberry Phase 2,Sector 2 Sohna,Approved by RERA,2,Apartment,11798991.471534224
Ready to move,3950,17000,4 BHK Apartment in DLF The Arbour,Sector 63,Not approved by RERA,4,Apartment,67117556.07721578
Ready to move,1850,10000,3 BHK Independent Floor,Sector 52,Not approved by RERA,3,Plot,18501181.341224983
Ready to move,1500,14028,3 BHK Apartment in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,3,Apartment,20941014.672913533
Under Construction,1705,15500,3 BHK Apartment in Signature Global City 63A,Sector 63A,Approved by RERA,3,Apartment,26241643.217720516
Ready to move,1200,3750,3 BHK Independent Floor,Sector 33,Not approved by RERA,3,Plot,4500000.000000258
Under Construction,1357,41267,3 BHK Apartment in DLF The Grove,Sector 54,Approved by RERA,3,Apartment,55900000.00000056
Ready to move,1700,8823,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment,14988658.5591288
Ready to move,1705,9320,3 BHK Apartment in Pareena Mi Casa,Sector 68,Not approved by RERA,3,Apartment,15847767.765775189
Ready to move,2250,8444,3 BHK Independent Floor in Navraj The Antalya,Sector 37D,Not approved by RERA,3,Floor,18892887.124355655
Ready to move,1975,19240,4 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,4,Apartment,38201932.41333442
Ready to move,3898,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,85697997.68602839
Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,42799999.99999812
Under Construction,3505,19230,4 BHK Apartment in Smart Smartworld The Edition,Sector 66,Approved by RERA,4,Apartment,67400000.00000645
Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,68400000.00000377
Ready to move,3000,15000,3 BHK Independent Floor in GC Nirvana County Luxury Floors,Sector 50,Not approved by RERA,3,Floor,45004862.355988786
Ready to move,1383,6500,2 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,2,Apartment,9082369.850299537
Under Construction,1829,12301,3 BHK Apartment in Godrej Air,Sector 85,Approved by RERA,3,Apartment,22482348.20185527
Ready to move,1263,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,25499999.999998122
Ready to move,5096,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,112100000.00001127
Ready to move,4900,14489,5 BHK Apartment in Mahindra Luminare,Sector 59,Not approved by RERA,5,Apartment,71290978.36552122
Under Construction,2060,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,453200000.0000335
Under Construction,2350,4978,4 BHK Apartment in ATS Grandstand,Sector 99A,Approved by RERA,4,Apartment,11410423.364923779
Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,33600000.00000194
Ready to move,1990,22110,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,43999999.99999593
Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,56499999.99999568
Ready to move,3116,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,118264087.16561241
Under Construction,1976,10960,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,21600000.00000004
Under Construction,2282,16005,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,36499999.99999828
Under Construction,1800,8900,3 BHK Apartment in M3M Skycity,Sector 65,Approved by RERA,3,Apartment,16000024.265140545
Under Construction,1359,5617,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Approved by RERA,2,Apartment,8811521.22789123
Ready to move,3198,10774,4 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,4,Apartment,34398497.848329924
Under Construction,1751,37407,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,65499999.999998346
Under Construction,1919,8015,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Approved by RERA,3,Apartment,15491152.021168122
Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,39400000.00000182
Under Construction,1408,10582,4 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,4,Apartment,15168839.73597237
Ready to move,2441,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,39000997.45738401
Ready to move,2448,27855,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,68116465.75306506
Ready to move,810,4043,2 BHK Apartment in Ramsons Kshitij,Sector 95,Not approved by RERA,2,Apartment,3275124.527682584
Ready to move,1650,16363,3 BHK Independent Floor in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,3,Floor,27632869.036814064
Ready to move,4400,12727,4 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,4,Apartment,56147703.23124974
Under Construction,552,4000,2 BHK Apartment in Signature Global The Millennia I,Sector 37D,Approved by RERA,2,Apartment,2207873.588943997
Ready to move,4015,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,88299499.71807204
Ready to move,2905,18072,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,52571552.17766919
Under Construction,1946,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,38899999.999999955
Ready to move,8568,12838,6 BHK Villa in Vipul Tatvam Villas,Sector 48,Not approved by RERA,6,Villa,109497283.81267503
Ready to move,2290,6375,3 BHK Apartment in ATS Triumph,Sector 104,Not approved by RERA,3,Apartment,14573697.11932633
Ready to move,2358,16114,3 BHK Apartment in M3M Merlin Iconic Tower,Sector 67,Not approved by RERA,3,Apartment,37914029.20205841
Under Construction,2032,7400,3 BHK Apartment in M3M Skywalk,Sector 74,Approved by RERA,3,Apartment,14968321.464174122
Ready to move,1231,11372,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,14053183.24956204
Under Construction,3680,14945,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,54986012.72794634
Ready to move,1593,13000,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,Not approved by RERA,3,Apartment,20699999.999999236
Under Construction,1054,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,22393613.247309633
Ready to move,2900,18000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,52282721.81295663
Under Construction,645,4077,3 BHK Apartment in Mahira Homes 95,Sector 95,Approved by RERA,3,Apartment,2629379.283223497
Ready to move,2191,14184,4 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,4,Apartment,31000000.00000108
Ready to move,2600,13076,4 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Not approved by RERA,4,Apartment,33934665.407777876
Ready to move,2160,11574,3 BHK Independent Floor in Raheja Greenwood City Floors,Sector 45,Not approved by RERA,3,Floor,24623010.26210211
Under Construction,3802,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,62699999.99999395
Ready to move,2450,20408,4 BHK Independent Floor,Central Park Road,Not approved by RERA,4,Plot,50262598.00025532
Under Construction,1955,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,39099999.99999749
Ready to move,2310,4329,3 BHK Independent Floor,Sector 23 Gurgaon,Not approved by RERA,3,Plot,9718518.078889342
Ready to move,1494,11100,2 BHK Apartment in Godrej Aria,Sector 79,Not approved by RERA,2,Apartment,16500323.406496493
Under Construction,2015,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,40799999.999998674
Ready to move,2003,7488,3 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,3,Apartment,14997488.461425396
Under Construction,2635,10246,4 BHK Apartment in Godrej Prive,Sector 106,Approved by RERA,4,Apartment,27035581.02465791
Under Construction,1750,6171,3 BHK Apartment in ATS Marigold,Sector 89A,Approved by RERA,3,Apartment,11605629.13557167
Ready to move,1750,17187,4 BHK Apartment in Emaar Emerald Floors,Sector 65,Not approved by RERA,4,Apartment,29583743.973346315
Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,33600000.00000194
Ready to move,2700,9259,4 BHK Independent Floor in DLF Garden City Independent Floors,Sector 92,Not approved by RERA,4,Floor,24993881.279203374
Ready to move,1545,8000,2 BHK Apartment in M3M Sierra 68,Sector 68,Not approved by RERA,2,Apartment,12303335.785549661
Under Construction,578,3891,2 BHK Apartment in Conscient Habitat,Sector 99A,Approved by RERA,2,Apartment,2241893.272052343
