Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type
Ready to move,1850,9729,3 BHK Independent Floor,Sector 82,Not approved by RERA,3,Plot
Ready to move,2952,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Under Construction,6353,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment
Ready to move,4500,10333,4 BHK Independent Floor,Sector 41,Not approved by RERA,4,Plot
Under Construction,1368,6644,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Approved by RERA,2,Apartment
Ready to move,2700,11814,4 BHK Independent Floor,DLF CITY PHASE I,Not approved by RERA,4,Plot
Ready to move,1435,7967,2 BHK Apartment in Vatika Gurgaon 21,Sector 83,Not approved by RERA,2,Apartment
Ready to move,1370,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Under Construction,6828,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,5,Apartment
Under Construction,4000,20000,3 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,3,Apartment
Ready to move,340,4000,1 BHK Apartment in Pyramid Urban Homes II,Sector 86,Not approved by RERA,1,Apartment
Under Construction,1795,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment
Under Construction,2040,15931,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment
Under Construction,2016,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment
Under Construction,2520,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment
Ready to move,545,5871,1 RK Studio Apartment in Satya The Hermitage,Sector 103,Not approved by RERA,1,Apartment
Ready to move,1800,10555,3 BHK Apartment in Ashley Whitehousz Floors 4,Sector 50,Not approved by RERA,3,Apartment
Under Construction,2015,17965,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment
Under Construction,7452,18558,5 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,5,Apartment
Ready to move,1530,10600,2 BHK Apartment in Ireo The Corridors,Sector 67,Not approved by RERA,2,Apartment
Ready to move,2700,10925,3 BHK Independent Floor,DLF Phase 2,Not approved by RERA,3,Plot
Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment
Ready to move,1750,12000,3 BHK Independent Floor in Vatika INXT Floors,Sector 82,Not approved by RERA,3,Floor
Ready to move,1366,7393,2 BHK Apartment in M3M Woodshire,Sector 107,Not approved by RERA,2,Apartment
Under Construction,1359,6989,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Approved by RERA,3,Apartment
Under Construction,579,4000,2 BHK Apartment in Pyramid Urban 67A,Sector 67,Approved by RERA,2,Apartment
Ready to move,2420,28512,3 BHK Apartment in Pioneer Presidia,Sector 62,Not approved by RERA,3,Apartment
Ready to move,2156,21500,3 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,3,Apartment
Ready to move,1950,8717,3 BHK Apartment in M3M Marina,Sector 68,Not approved by RERA,3,Apartment
Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment
Under Construction,1310,220000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment
Under Construction,735,9089,2 BHK Apartment in Shapoorji Pallonji Joyville Gurugram II,Sector 102,Approved by RERA,2,Apartment
Ready to move,1550,8387,3 BHK Independent Floor in Vatika India Next,Sector 82,Not approved by RERA,3,Floor
Under Construction,746,11183,2 BHK Apartment in Signature Global Park 4 And 5 Phase II,Sector 36 Sohna,Approved by RERA,2,Apartment
Ready to move,1852,12419,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Not approved by RERA,3,Apartment
Under Construction,1330,12330,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment
Ready to move,1150,4420,2 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,2,Apartment
Ready to move,1920,5937,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Not approved by RERA,3,Apartment
Ready to move,3510,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Under Construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment
Ready to move,2950,16200,4 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,4,Apartment
Ready to move,4268,13710,4 BHK Apartment in Unitech The Close South,Sector 50,Not approved by RERA,4,Apartment
Under Construction,1190,14000,3 BHK Apartment in Signature Global City 92 Phase 2,Sector 92,Approved by RERA,3,Apartment
Ready to move,516,10077,2 BHK Apartment in Apex Our Homes,Sector 37C,Not approved by RERA,2,Apartment
Ready to move,2400,16250,4 BHK Independent Floor in Suncity Sun City,Sector 54,Not approved by RERA,4,Floor
Ready to move,2138,11693,3 BHK Apartment in BPTP Amstoria Plots,Sector 102,Not approved by RERA,3,Apartment
Ready to move,1776,10247,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,3,Apartment
Ready to move,1432,14000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Not approved by RERA,3,Apartment
Ready to move,4650,10775,4 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,4,Apartment
Under Construction,1352,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment
Ready to move,715,9090,2 BHK Apartment in Pyramid Urban Homes 2,Sector 86,Not approved by RERA,2,Apartment
Under Construction,1455,11700,2 BHK Apartment in Kashish Manor One,Sector 111,Approved by RERA,2,Apartment
Ready to move,2950,7694,4 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,4,Apartment
Under Construction,1692,6855,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Approved by RERA,3,Apartment
Under Construction,1550,5935,2 BHK Apartment in Pareena Coban Residences,Sector 99A,Approved by RERA,2,Apartment
Under Construction,368,3500,1 BHK Apartment in Pyramid Altia,Sector 70,Approved by RERA,1,Apartment
Ready to move,2660,16090,3 BHK Apartment in M3M Merlin Iconic Tower,Sector 67,Not approved by RERA,3,Apartment
Under Construction,4500,15333,4 BHK Independent Floor in Emaar Emerald Hill,Sector 65,Approved by RERA,4,Floor
Ready to move,2527,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment
Ready to move,1575,7516,2 BHK Apartment in Godrej Icon,Sector 88A,Not approved by RERA,2,Apartment
Ready to move,5450,11000,4 BHK Apartment in Krrish Monde De Provence,Gwal Pahari,Not approved by RERA,4,Apartment
Ready to move,2200,9772,3 BHK Independent Floor,Palam Vihar,Not approved by RERA,3,Plot
Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment
Under Construction,1795,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment
Under Construction,643,3600,3 BHK Apartment in GLS Arawali Homes 2,Sector 4 Sohna,Approved by RERA,3,Apartment
Under Construction,3500,15885,3 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Approved by RERA,3,Apartment
Ready to move,2350,9574,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot
Ready to move,2475,10707,4 BHK Apartment in Conscient Heritage Max,Sector 102,Not approved by RERA,4,Apartment
Ready to move,6051,17000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment
Ready to move,2802,11634,3 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,3,Apartment
Ready to move,6900,16000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment
Under Construction,3956,20252,4 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,4,Apartment
Ready to move,2610,28735,3 BHK Apartment in BPTP Visionnaire Homes,Sector 70A,Not approved by RERA,3,Apartment
Under Construction,1199,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment
Under Construction,2025,6074,3 BHK Apartment in Emaar Palm Heights,Sector 77,Approved by RERA,3,Apartment
Ready to move,3240,8333,4 BHK Independent Floor,Sector 110,Not approved by RERA,4,Plot
Ready to move,2550,9803,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot
Under Construction,1180,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment
Ready to move,4500,8888,4 BHK Independent Floor,Sector 52,Not approved by RERA,4,Plot
Under Construction,2874,42735,3 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,3,Apartment
Ready to move,3240,12654,4 BHK Independent Floor in Unitech South City II,Sector 49,Not approved by RERA,4,Floor
Ready to move,2550,8627,4 BHK Apartment in Bargainer Modern Premium Floor,Sector 52,Not approved by RERA,4,Apartment
Ready to move,1500,5666,2 BHK Apartment in Raheja Vedaanta,Sector 108,Not approved by RERA,2,Apartment
Ready to move,2191,14184,4 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,4,Apartment
Ready to move,2100,7380,4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Not approved by RERA,4,Apartment
Ready to move,1689,13467,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment
Ready to move,2686,37978,3 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,3,Apartment
Ready to move,4913,17993,4 BHK Apartment,Sector 65,Not approved by RERA,4,Plot
Ready to move,1815,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Not approved by RERA,3,Apartment
Ready to move,3887,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Under Construction,1335,9044,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment
Ready to move,3092,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment
Ready to move,1250,7200,3 BHK Independent Floor in BPTP Astaire Garden Plots,Sector 70A,Not approved by RERA,3,Floor
Under Construction,3525,27000,3 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Approved by RERA,3,Apartment
Under Construction,2600,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment
Ready to move,2300,10217,4 BHK Independent Floor in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Floor
Ready to move,3192,8395,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment
Under Construction,1420,14084,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment
Ready to move,1516,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment
Under Construction,1496,9479,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment
Ready to move,1200,4000,3 BHK Independent Floor,Sector 9,Not approved by RERA,3,Plot
Ready to move,1625,21000,2 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,2,Apartment
Ready to move,3461,6525,4 BHK Apartment in BPTP Amstoria Country Floor,Sector 102,Not approved by RERA,4,Apartment
Under Construction,2440,18000,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,4,Apartment
Ready to move,4612,11925,4 BHK Independent House in The 54 Araya,Golf Course Extension Road,Not approved by RERA,4,House
Ready to move,3103,17500,4 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,4,Apartment
Ready to move,2025,12345,3 BHK Apartment in Emaar Palm Heights,Sector 77,Not approved by RERA,3,Apartment
Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment
Under Construction,1605,20000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment
Under Construction,220,8954,1 RK Studio Apartment in DLF Magnolias,Sector 42,Approved by RERA,1,Apartment
Ready to move,2054,22106,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment
Under Construction,1800,8900,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment
Under Construction,2003,8801,3 BHK Apartment in Sobha City,Sector 108,Approved by RERA,3,Apartment
Ready to move,5492,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment
Under Construction,1335,13000,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment
Ready to move,1103,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Not approved by RERA,2,Apartment
Under Construction,2100,20000,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Under Construction,2250,8600,3 BHK Independent Floor in Navraj The Antalya,Sector 37D,Approved by RERA,3,Floor
Ready to move,1385,8519,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment
Ready to move,1997,7350,3 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,3,Apartment
Ready to move,2344,3583,3 BHK Independent Floor,Sector 23 Gurgaon,Not approved by RERA,3,Plot
Ready to move,1807,8500,4 BHK Apartment in Orchid Island,Sector 51,Not approved by RERA,4,Apartment
Ready to move,523,9751,2 BHK Apartment in Signature Global Synera,Sector 81,Not approved by RERA,2,Apartment
Under Construction,2440,18000,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,4,Apartment
Ready to move,2180,12514,4 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Not approved by RERA,4,Apartment
Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Ready to move,1400,13428,2 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,2,Apartment
Under Construction,2200,19318,3 BHK Apartment,Kadarpur,Not approved by RERA,3,Plot
Under Construction,357,4151,1 BHK Apartment in Supertech The Valley,Sector 78,Approved by RERA,1,Apartment
Ready to move,1920,5989,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Not approved by RERA,3,Apartment
Ready to move,1359,12509,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment
Under Construction,1465,8100,2 BHK Apartment in Ashiana Mulberry Phase 2,Sector 2 Sohna,Approved by RERA,2,Apartment
Ready to move,3950,17000,4 BHK Apartment in DLF The Arbour,Sector 63,Not approved by RERA,4,Apartment
Ready to move,1850,10000,3 BHK Independent Floor,Sector 52,Not approved by RERA,3,Plot
Ready to move,1500,14028,3 BHK Apartment in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,3,Apartment
Under Construction,1705,15500,3 BHK Apartment in Signature Global City 63A,Sector 63A,Approved by RERA,3,Apartment
Ready to move,1200,3750,3 BHK Independent Floor,Sector 33,Not approved by RERA,3,Plot
Under Construction,1357,41267,3 BHK Apartment in DLF The Grove,Sector 54,Approved by RERA,3,Apartment
Ready to move,1700,8823,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment
Ready to move,1705,9320,3 BHK Apartment in Pareena Mi Casa,Sector 68,Not approved by RERA,3,Apartment
Ready to move,2250,8444,3 BHK Independent Floor in Navraj The Antalya,Sector 37D,Not approved by RERA,3,Floor
Ready to move,1975,19240,4 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,4,Apartment
Ready to move,3898,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment
Under Construction,3505,19230,4 BHK Apartment in Smart Smartworld The Edition,Sector 66,Approved by RERA,4,Apartment
Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment
Ready to move,3000,15000,3 BHK Independent Floor in GC Nirvana County Luxury Floors,Sector 50,Not approved by RERA,3,Floor
Ready to move,1383,6500,2 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,2,Apartment
Under Construction,1829,12301,3 BHK Apartment in Godrej Air,Sector 85,Approved by RERA,3,Apartment
Ready to move,1263,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment
Ready to move,5096,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment
Ready to move,4900,14489,5 BHK Apartment in Mahindra Luminare,Sector 59,Not approved by RERA,5,Apartment
Under Construction,2060,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment
Under Construction,2350,4978,4 BHK Apartment in ATS Grandstand,Sector 99A,Approved by RERA,4,Apartment
Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Ready to move,1990,22110,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment
Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment
Ready to move,3116,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment
Under Construction,1976,10960,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
Under Construction,2282,16005,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment
Under Construction,1800,8900,3 BHK Apartment in M3M Skycity,Sector 65,Approved by RERA,3,Apartment
Under Construction,1359,5617,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Approved by RERA,2,Apartment
